orf	name	type	betw	regulation
YGL017W	ATE1	S	0.0	0.425
YGL018C	JAC1	S	0.0	0.388
YGL027C	CWH41	S	0.01006	0.654
YGL028C	SCW11	S	0.00063	0.872
YGL029W	CGR1	S	0.00111	1.229
YGL035C	MIG1	S	0.00188	0.586
YGL043W	DST1	S	0.00458	0.395
YGL045W	RIM8	S	0.00015	0.865
YGL053W	PRM8	S	0.00074	0.56
YGL055W	OLE1	S	0.00067	1.393
YGL056C	SDS23	S	0.00216	0.602
YGL062W	PYC1	S	0.00093	1.098
YGL064C	MRH4	S	0.00926	0.451
YGL065C	ALG2	S	0.0028	0.423
YGL080W	MPC1	S	0.00047	0.414
YGL081W	YGL081W	S	0.00013	0.731
YGL084C	GUP1	S	9e-05	0.538
YGL091C	NBP35	S	0.00044	0.464
YGL096W	TOS8	S	0.00067	1.048
YGL104C	VPS73	S	0.00131	0.804
YGL119W	COQ8	S	0.0	0.376
YGL121C	GPG1	S	0.00045	1.636
YGL128C	CWC23	S	0.00129	0.43
YGL141W	HUL5	S	0.01657	0.543
YGL143C	MRF1	S	0.0	0.489
YGL161C	YIP5	S	0.01207	0.433
YGL167C	PMR1	S	0.0013	0.442
YGL171W	ROK1	S	0.0	1.282
YGL175C	SAE2	S	0.00264	0.465
YGL181W	GTS1	S	0.00472	0.384
YGL185C	YGL185C	S	0.01249	0.545
YGL197W	MDS3	S	0.0	0.544
YGL198W	YIP4	S	2e-05	0.468
YGL202W	ARO8	S	0.00528	0.957
YGL209W	MIG2	S	0.00174	0.644
YGL210W	YPT32	S	0.00301	0.452
YGL211W	NCS6	S	0.00608	0.442
YGL216W	KIP3	S	0.0	0.448
YGL219C	MDM34	S	3e-05	0.498
YGL220W	FRA2	S	0.00087	0.415
YGL222C	EDC1	S	0.00808	0.583
YGL225W	VRG4	S	0.0	0.766
YGL229C	SAP4	S	0.00181	0.763
YGL234W	ADE5,7	S	7e-05	1.002
YGL238W	CSE1	S	0.00571	0.7
YGL247W	BRR6	S	0.0	0.462
YGL253W	HXK2	S	0.00097	0.821
YGL254W	FZF1	S	0.0	0.474
YGL255W	ZRT1	S	0.0	1.303
YGL256W	ADH4	S	0.0	0.45
YGL259W	YPS5	S	0.0	1.055
YGR001C	EFM5	S	0.00823	0.546
YGR012W	YGR012W	S	0.0	0.357
YGR014W	MSB2	S	0.00027	0.672
YGR017W	YGR017W	S	0.00804	0.349
YGR023W	MTL1	S	0.00227	0.796
YGR026W	YGR026W	S	0.0	0.418
YGR028W	MSP1	S	0.01252	0.728
YGR029W	ERV1	S	0.00468	0.356
YGR031W	IMO32	S	0.03113	0.435
YGR037C	ACB1	S	0.0	0.854
YGR038W	ORM1	S	0.0	0.482
YGR041W	BUD9	S	0.0	0.416
YGR042W	YGR042W	S	0.00417	0.65
YGR049W	SCM4	S	1e-05	0.631
YGR058W	PEF1	S	0.00139	0.548
YGR061C	ADE6	S	0.00011	0.914
YGR066C	YGR066C	S	0.0	1.364
YGR067C	YGR067C	S	0.00059	1.735
YGR071C	ENV11	S	0.0	0.372
YGR080W	TWF1	S	0.00088	0.591
YGR087C	PDC6	S	0.0	0.887
YGR093W	DRN1	S	0.0057	0.532
YGR099W	TEL2	S	0.00264	0.407
YGR101W	PCP1	S	0.00066	0.453
YGR105W	VMA21	S	0.0	0.421
YGR106C	VOA1	S	0.00495	0.519
YGR116W	SPT6	S	0.00033	0.493
YGR122W	YGR122W	S	0.01182	0.489
YGR123C	PPT1	S	0.0003	1.178
YGR131W	FHN1	S	9e-05	0.765
YGR136W	LSB1	S	0.0	0.679
YGR138C	TPO2	S	3e-05	0.966
YGR142W	BTN2	S	0.0	1.707
YGR143W	SKN1	S	0.01928	0.707
YGR145W	ENP2	S	0.00595	1.412
YGR146C	ECL1	S	0.0146	1.012
YGR161C	RTS3	S	0.00111	1.409
YGR173W	RBG2	S	0.00473	0.873
YGR174C	CBP4	S	0.0	0.844
YGR175C	ERG1	S	3e-05	0.836
YGR177C	ATF2	S	0.0	0.97
YGR184C	UBR1	S	0.0013	0.541
YGR194C	XKS1	S	0.0	1.06
YGR196C	FYV8	S	0.00782	0.449
YGR197C	SNG1	S	0.00343	0.475
YGR203W	YCH1	S	0.02798	0.418
YGR217W	CCH1	S	0.0	0.461
YGR221C	TOS2	S	0.0	0.484
YGR222W	PET54	S	0.0	0.412
YGR223C	HSV2	S	0.0031	0.507
YGR233C	PHO81	S	0.00123	0.664
YGR235C	MIC26	S	0.0	0.509
YGR239C	PEX21	S	0.00394	0.789
YGR243W	MPC3	S	0.01198	1.938
YGR250C	YGR250C	S	0.0	1.264
YGR255C	COQ6	S	0.0	0.626
YGR267C	FOL2	S	0.0	0.389
YGR268C	HUA1	S	0.00049	0.703
YGR276C	RNH70	S	1e-05	0.384
YGR277C	CAB4	S	0.00016	0.454
YGR278W	CWC22	S	0.01386	0.329
YGR280C	PXR1	S	0.00381	1.059
YGR282C	BGL2	S	0.00827	0.45
YGR286C	BIO2	S	0.0	0.639
YGR287C	IMA1	S	0.00956	0.787
YGR295C	COS6	S	0.0	0.558
YHL003C	LAG1	S	0.00867	0.541
YHL006C	SHU1	S	0.00127	0.351
YHL008C	YHL008C	S	0.0	0.465
YHL009W-A	YHL009W-A	S	0.00011	NA
YHL017W	YHL017W	S	0.00124	0.388
YHL018W	YHL018W	S	0.0	0.427
YHL020C	OPI1	S	0.00106	0.349
YHL024W	RIM4	S	0.02075	1.023
YHL027W	RIM101	S	0.0	0.532
YHL032C	GUT1	S	0.0	0.913
YHL042W	YHL042W	S	0.00588	0.52
YHL047C	ARN2	S	0.0156	0.995
YHR001W	OSH7	S	0.0	0.494
YHR002W	LEU5	S	0.00036	0.547
YHR008C	SOD2	S	0.0	0.768
YHR011W	DIA4	S	0.01665	0.513
YHR014W	SPO13	S	0.00427	0.753
YHR020W	YHR020W	S	0.00208	1.123
YHR029C	YHI9	S	0.00011	0.946
YHR033W	YHR033W	S	0.0	0.963
YHR034C	PIH1	S	0.0	0.608
YHR036W	BRL1	S	0.00246	0.473
YHR039C	MSC7	S	0.00083	0.669
YHR040W	BCD1	S	0.00016	0.579
YHR042W	NCP1	S	0.00127	0.777
YHR061C	GIC1	S	0.00053	0.481
YHR067W	HTD2	S	0.00533	0.567
YHR071W	PCL5	S	0.0	0.713
YHR072W	ERG7	S	0.0	0.569
YHR072W-A	NOP10	S	0.00231	NA
YHR073W	OSH3	S	0.00219	0.423
YHR091C	MSR1	S	0.00016	0.362
YHR096C	HXT5	S	0.00595	2.192
YHR101C	BIG1	S	0.00592	0.404
YHR105W	YPT35	S	5e-05	0.591
YHR110W	ERP5	S	0.00103	0.402
YHR111W	UBA4	S	0.00127	0.414
YHR113W	APE4	S	0.00044	0.531
YHR115C	DMA1	S	2e-05	0.342
YHR117W	TOM71	S	5e-05	0.512
YHR120W	MSH1	S	0.0	0.696
YHR123W	EPT1	S	0.01146	0.758
YHR128W	FUR1	S	3e-05	1.183
YHR132W-A	IGO2	S	0.01548	NA
YHR133C	NSG1	S	0.0	0.636
YHR137W	ARO9	S	0.00806	1.427
YHR144C	DCD1	S	0.00583	0.702
YHR148W	IMP3	S	0.0	0.969
YHR149C	SKG6	S	0.00108	0.95
YHR177W	YHR177W	S	0.0	0.488
YHR178W	STB5	S	0.0	0.45
YHR179W	OYE2	S	0.00143	1.191
YHR182W	YHR182W	S	0.00841	0.346
YHR184W	SSP1	S	0.00015	0.466
YHR185C	PFS1	S	0.0	0.691
YHR190W	ERG9	S	0.00203	0.556
YHR194W	MDM31	S	0.00465	0.553
YHR199C	AIM46	S	0.0	0.59
YHR201C	PPX1	S	0.0	0.561
YHR204W	MNL1	S	0.0006	0.555
YHR205W	SCH9	S	0.01214	0.517
YHR208W	BAT1	S	7e-05	1.029
YIL007C	NAS2	S	0.0	0.606
YIL008W	URM1	S	0.00047	0.677
YIL019W	FAF1	S	0.0	1.078
YIL027C	EMC5	S	0.0	0.51
YIL034C	CAP2	S	0.0	0.556
YIL040W	APQ12	S	0.0	0.474
YIL045W	PIG2	S	0.00029	1.473
YIL046W	MET30	S	0.00039	0.657
YIL047C	SYG1	S	0.00012	0.932
YIL051C	MMF1	S	0.0	0.742
YIL063C	YRB2	S	0.0	0.473
YIL066C	RNR3	S	0.00133	1.566
YIL073C	SPO22	S	0.0	0.657
YIL078W	THS1	S	0.0	1.257
YIL083C	CAB2	S	0.0	0.377
YIL098C	FMC1	S	0.0	0.62
YIL103W	DPH1	S	0.0	0.542
YIL107C	PFK26	S	8e-05	1.062
YIL108W	YIL108W	S	0.00158	0.531
YIL111W	COX5B	S	0.0	1.087
YIL113W	SDP1	S	0.01255	1.035
YIL114C	POR2	S	0.00521	0.518
YIL116W	HIS5	S	0.00073	0.638
YIL121W	QDR2	S	0.00514	0.661
YIL122W	POG1	S	0.0	0.61
YIL124W	AYR1	S	0.00145	0.777
YIL127C	RRT14	S	0.01584	0.986
YIL131C	FKH1	S	0.0	0.747
YIL135C	VHS2	S	0.0	0.506
YIL136W	OM45	S	0.00157	1.895
YIL140W	AXL2	S	0.0011	0.634
YIL146C	ATG32	S	0.0	0.939
YIL147C	SLN1	S	0.00522	0.478
YIL152W	YIL152W	S	0.0012	0.492
YIL157C	COA1	S	0.0	0.486
YIL160C	POT1	S	9e-05	0.919
YIL162W	SUC2	S	0.0	0.878
YIR001C	SGN1	S	0.0	0.348
YIR002C	MPH1	S	0.0	0.405
YIR003W	AIM21	S	0.0	0.493
YIR004W	DJP1	S	0.0004	0.349
YIR023W	DAL81	S	2e-05	0.387
YIR024C	INA22	S	0.00419	0.509
YIR026C	YVH1	S	2e-05	1.111
YIR033W	MGA2	S	0.0	0.627
YIR035C	YIR035C	S	0.00032	0.598
YIR037W	HYR1	S	0.0	0.735
YJL003W	COX16	S	0.0	0.39
YJL004C	SYS1	S	0.00041	0.366
YJL044C	GYP6	S	0.00063	0.313
YJL051W	IRC8	S	0.0	0.587
YJL062W	LAS21	S	0.0	0.538
YJL062W-A	COA3	S	0.0	NA
YJL066C	MPM1	S	0.0	1.179
YJL068C	YJL068C	S	0.0	0.777
YJL070C	YJL070C	S	0.01123	0.62
YJL083W	TAX4	S	0.0	0.564
YJL084C	ALY2	S	0.01275	0.468
YJL089W	SIP4	S	0.0	1.367
YJL102W	MEF2	S	0.0	0.822
YJL105W	SET4	S	0.00513	0.495
YJL108C	PRM10	S	0.00034	0.781
YJL112W	MDV1	S	0.00046	0.473
YJL128C	PBS2	S	0.0	0.369
YJL131C	AIM23	S	0.0	0.617
YJL134W	LCB3	S	0.00077	0.409
YJL146W	IDS2	S	0.0035	0.396
YJL149W	DAS1	S	0.00177	0.503
YJL153C	INO1	S	0.0	1.372
YJL156C	SSY5	S	0.0	0.517
YJL159W	HSP150	S	0.0	0.793
YJL165C	HAL5	S	0.00418	0.487
YJL167W	ERG20	S	0.0	0.797
YJL192C	SOP4	S	0.0	0.7
YJL196C	ELO1	S	0.0	0.717
YJL197W	UBP12	S	0.0	0.453
YJL198W	PHO90	S	0.0003	0.872
YJL204C	RCY1	S	0.00744	0.412
YJL214W	HXT8	S	0.00137	0.462
YJL219W	HXT9	S	0.0	0.59
YJR001W	AVT1	S	0.0	0.579
YJR003C	YJR003C	S	0.00189	0.783
YJR011C	YJR011C	S	0.00021	0.63
YJR016C	ILV3	S	0.0	0.95
YJR032W	CPR7	S	0.00834	0.533
YJR034W	PET191	S	0.00027	0.535
YJR044C	VPS55	S	0.0	0.469
YJR048W	CYC1	S	0.00141	1.052
YJR051W	OSM1	S	0.00443	0.413
YJR055W	HIT1	S	0.0	0.514
YJR057W	CDC8	S	9e-05	0.385
YJR070C	LIA1	S	0.0007	1.447
YJR080C	AIM24	S	0.0	0.57
YJR092W	BUD4	S	0.00662	0.793
YJR097W	JJJ3	S	0.0	0.815
YJR105W	ADO1	S	0.0	0.737
YJR106W	ECM27	S	0.00057	0.555
YJR108W	ABM1	S	0.00158	0.536
YJR118C	ILM1	S	0.0039	0.454
YJR119C	JHD2	S	0.0	0.601
YJR130C	STR2	S	0.0	0.641
YJR131W	MNS1	S	0.0	0.458
YJR132W	NMD5	S	0.00014	0.671
YJR134C	SGM1	S	0.0	0.431
YJR141W	YJR141W	S	0.0	0.447
YJR148W	BAT2	S	0.0	0.821
YJR152W	DAL5	S	3e-05	1.433
YKL005C	BYE1	S	0.0	0.625
YKL007W	CAP1	S	0.0	0.487
YKL008C	LAC1	S	0.00095	0.563
YKL010C	UFD4	S	0.0	0.491
YKL011C	CCE1	S	0.0	0.391
YKL017C	HCS1	S	0.00072	0.355
YKL020C	SPT23	S	0.0	0.443
YKL033W	TTI1	S	0.0	0.506
YKL034W	TUL1	S	0.0	0.652
YKL035W	UGP1	S	0.00417	1.198
YKL037W	AIM26	S	0.0	0.581
YKL038W	RGT1	S	0.00031	0.591
YKL039W	PTM1	S	0.0	0.44
YKL040C	NFU1	S	0.00104	0.454
YKL048C	ELM1	S	0.0	0.532
YKL053C-A	MDM35	S	0.00012	NA
YKL056C	TMA19	S	0.0	1.088
YKL067W	YNK1	S	0.00079	0.758
YKL071W	YKL071W	S	0.0	1.167
YKL075C	YKL075C	S	0.00132	0.334
YKL084W	HOT13	S	0.0	0.427
YKL085W	MDH1	S	0.00853	1.122
YKL094W	YJU3	S	0.00814	0.489
YKL095W	YJU2	S	0.0	0.509
YKL096W-A	CWP2	S	0.0	NA
YKL098W	MTC2	S	0.0	0.502
YKL105C	SEG2	S	0.0	0.489
YKL124W	SSH4	S	0.0	0.752
YKL127W	PGM1	S	0.00107	0.801
YKL128C	PMU1	S	0.0005	0.665
YKL134C	OCT1	S	0.00151	0.619
YKL137W	CMC1	S	0.0003	0.419
YKL140W	TGL1	S	0.0	0.651
YKL142W	MRP8	S	0.0	1.033
YKL146W	AVT3	S	0.0	0.69
YKL149C	DBR1	S	0.0	0.358
YKL151C	YKL151C	S	0.0	1.364
YKL157W	APE2	S	0.00021	0.508
YKL159C	RCN1	S	7e-05	0.403
YKL160W	ELF1	S	0.00118	0.38
YKL161C	KDX1	S	0.0	0.639
YKL168C	KKQ8	S	0.0	0.573
YKL174C	TPO5	S	7e-05	0.388
YKL181W	PRS1	S	0.0	0.967
YKL191W	DPH2	S	0.00058	0.891
YKL192C	ACP1	S	0.0	0.569
YKL195W	MIA40	S	3e-05	0.614
YKL198C	PTK1	S	0.01139	0.492
YKL204W	EAP1	S	0.0	0.396
YKL205W	LOS1	S	0.00011	0.725
YKL206C	ADD66	S	0.0	0.493
YKL209C	STE6	S	0.00034	0.937
YKL214C	YRA2	S	0.00034	0.422
YKL216W	URA1	S	0.0	1.591
YKR003W	OSH6	S	0.0	0.721
YKR014C	YPT52	S	0.0	0.411
YKR024C	DBP7	S	0.01199	1.123
YKR031C	SPO14	S	0.0	0.456
YKR034W	DAL80	S	0.00187	1.65
YKR036C	CAF4	S	0.0	0.381
YKR050W	TRK2	S	0.00134	0.391
YKR055W	RHO4	S	0.0	0.472
YKR056W	TRM2	S	0.0	1.233
YKR060W	UTP30	S	3e-05	0.965
YKR064W	OAF3	S	0.00031	0.342
YKR066C	CCP1	S	6e-05	1.073
YKR067W	GPT2	S	0.01011	0.95
YKR072C	SIS2	S	0.0004	0.396
YKR077W	MSA2	S	0.0	0.531
YKR078W	YKR078W	S	0.00014	0.358
YKR082W	NUP133	S	0.00013	0.652
YKR084C	HBS1	S	0.00068	0.475
YKR086W	PRP16	S	0.0	0.374
YKR088C	TVP38	S	0.0	0.422
YKR093W	PTR2	S	0.0	0.641
YKR096W	ESL2	S	0.00057	0.575
YKR097W	PCK1	S	0.00101	2.346
YKR103W	NFT1	S	0.00323	0.54
YKR104W	YKR104W	S	0.0	0.532
YLL001W	DNM1	S	0.0	0.665
YLL007C	YLL007C	S	0.0	0.43
YLL009C	COX17	S	0.00037	0.679
YLL011W	SOF1	S	0.0041	1.118
YLL012W	YEH1	S	0.00169	0.69
YLL014W	EMC6	S	9e-05	0.481
YLL018C-A	COX19	S	0.0	NA
YLL019C	KNS1	S	2e-05	0.688
YLL027W	ISA1	S	0.0	0.664
YLL033W	IRC19	S	0.0	0.377
YLL040C	VPS13	S	0.0	0.369
YLL043W	FPS1	S	0.00523	0.316
YLL048C	YBT1	S	0.0	0.602
YLL049W	LDB18	S	0.0	0.358
YLL061W	MMP1	S	0.00015	0.788
YLL063C	AYT1	S	0.0	0.516
YLR004C	THI73	S	0.00058	0.731
YLR006C	SSK1	S	0.0	0.459
YLR017W	MEU1	S	0.0	0.834
YLR019W	PSR2	S	0.0	0.327
YLR021W	IRC25	S	0.0	0.449
YLR024C	UBR2	S	0.0	0.468
YLR028C	ADE16	S	0.0	0.504
YLR032W	RAD5	S	0.00046	0.422
YLR034C	SMF3	S	0.0	0.382
YLR049C	YLR049C	S	0.00023	0.512
YLR051C	FCF2	S	0.0	0.75
YLR056W	ERG3	S	0.0	0.974
YLR064W	PER33	S	0.00109	0.538
YLR072W	YLR072W	S	0.0	0.549
YLR073C	RFU1	S	0.00018	0.762
YLR077W	FMP25	S	0.00025	0.37
YLR084C	RAX2	S	0.0	0.793
YLR089C	ALT1	S	0.0	0.701
YLR090W	XDJ1	S	5e-05	0.388
YLR097C	HRT3	S	7e-05	0.545
YLR098C	CHA4	S	0.0	0.372
YLR100W	ERG27	S	0.00208	0.653
YLR114C	AVL9	S	0.0022	0.472
YLR131C	ACE2	S	4e-05	0.449
YLR134W	PDC5	S	0.00035	0.948
YLR136C	TIS11	S	0.0	0.976
YLR138W	NHA1	S	0.0	0.594
YLR144C	ACF2	S	0.01373	0.514
YLR164W	SHH4	S	0.0032	1.321
YLR168C	UPS2	S	0.0	0.774
YLR172C	DPH5	S	0.0	0.7
YLR173W	YLR173W	S	1e-05	0.58
YLR176C	RFX1	S	0.0	0.505
YLR178C	TFS1	S	0.0	2.106
YLR179C	YLR179C	S	0.0	0.705
YLR181C	VTA1	S	0.0	0.496
YLR186W	EMG1	S	0.00043	1.146
YLR188W	MDL1	S	0.0	0.423
YLR190W	MMR1	S	0.00014	0.556
YLR193C	UPS1	S	0.0	0.559
YLR199C	PBA1	S	0.0	0.341
YLR211C	ATG38	S	0.0	0.47
YLR215C	CDC123	S	0.0	0.499
YLR218C	COA4	S	8e-05	0.562
YLR219W	MSC3	S	0.0	0.553
YLR220W	CCC1	S	0.0	0.623
YLR227C	ADY4	S	0.0	0.422
YLR228C	ECM22	S	0.0001	0.521
YLR241W	CSC1	S	0.0	0.531
YLR256W	HAP1	S	0.0	0.399
YLR278C	YLR278C	S	0.0	0.485
YLR287C	YLR287C	S	0.0	0.699
YLR290C	YLR290C	S	0.00019	0.574
YLR300W	EXG1	S	7e-05	0.951
YLR305C	STT4	S	0.0	0.56
YLR312C	YLR312C	S	0.0042	2.225
YLR313C	SPH1	S	0.00039	0.445
YLR323C	CWC24	S	0.0	0.586
YLR336C	SGD1	S	0.00056	0.751
YLR337C	VRP1	S	0.0	NA
YLR343W	GAS2	S	0.00054	0.567
YLR345W	YLR345W	S	0.0	1.275
YLR354C	TAL1	S	0.0	0.929
YLR363C	NMD4	S	1e-05	0.463
YLR368W	MDM30	S	0.00045	0.376
YLR371W	ROM2	S	0.00072	0.404
YLR373C	VID22	S	9e-05	0.303
YLR377C	FBP1	S	0.00083	1.684
YLR387C	REH1	S	0.00233	0.536
YLR389C	STE23	S	0.0	0.561
YLR393W	ATP10	S	0.0	0.499
YLR394W	CST9	S	0.0	0.408
YLR397C	AFG2	S	0.00258	0.704
YLR403W	SFP1	S	0.0	0.339
YLR404W	FLD1	S	0.00013	0.355
YLR405W	DUS4	S	0.00272	0.632
YLR422W	YLR422W	S	0.0	0.358
YLR427W	MAG2	S	0.0051	0.41
YLR435W	TSR2	S	0.0	0.991
YLR436C	ECM30	S	0.00803	0.495
YLR438W	CAR2	S	0.00803	1.07
YLR450W	HMG2	S	1e-05	0.451
YLR452C	SST2	S	1e-05	0.877
YLR453C	RIF2	S	0.0	0.387
YLR456W	YLR456W	S	0.00504	0.426
YML002W	YML002W	S	0.0	0.559
YML006C	GIS4	S	0.0	0.537
YML011C	RAD33	S	0.0	0.364
YML013W	UBX2	S	0.0005	0.461
YML017W	PSP2	S	0.0	0.855
YML018C	YML018C	S	0.0	0.856
YML031W	NDC1	S	0.0	0.624
YML037C	YML037C	S	4e-05	0.516
YML038C	YMD8	S	0.0	0.562
YML054C	CYB2	S	2e-05	1.57
YML058W	SML1	S	0.01147	0.523
YML075C	HMG1	S	0.0	0.545
YML082W	YML082W	S	0.0	0.511
YML086C	ALO1	S	0.0	0.52
YML088W	UFO1	S	0.0	0.712
YML091C	RPM2	S	0.00435	0.953
YML097C	VPS9	S	0.00555	0.397
YML101C	CUE4	S	0.0	0.449
YML103C	NUP188	S	0.0	0.495
YML104C	MDM1	S	1e-05	0.636
YML109W	ZDS2	S	0.00341	0.493
YML110C	COQ5	S	0.00484	0.508
YML126C	ERG13	S	0.01112	0.858
YML130C	ERO1	S	0.0	1.003
YMR002W	MIX17	S	0.0	0.48
YMR004W	MVP1	S	0.00011	0.423
YMR011W	HXT2	S	0.00469	1.543
YMR015C	ERG5	S	0.0	0.919
YMR016C	SOK2	S	0.0	0.648
YMR021C	MAC1	S	0.00179	0.409
YMR022W	UBC7	S	0.0	0.579
YMR027W	YMR027W	S	0.00392	0.423
YMR031C	EIS1	S	0.0021	0.771
YMR036C	MIH1	S	0.00114	0.514
YMR037C	MSN2	S	0.0026	0.567
YMR039C	SUB1	S	0.0	0.482
YMR041C	ARA2	S	0.0	0.865
YMR063W	RIM9	S	0.0	0.724
YMR065W	KAR5	S	0.0	0.437
YMR067C	UBX4	S	6e-05	0.511
YMR070W	MOT3	S	0.00147	0.578
YMR071C	TVP18	S	0.0	0.385
YMR079W	SEC14	S	0.0	0.738
YMR083W	ADH3	S	6e-05	0.486
YMR097C	MTG1	S	0.0	0.636
YMR100W	MUB1	S	0.00049	0.443
YMR104C	YPK2	S	0.0044	0.943
YMR105C	PGM2	S	0.0	2.276
YMR111C	YMR111C	S	0.00209	0.491
YMR115W	MGR3	S	0.0	0.394
YMR119W	ASI1	S	0.00119	0.429
YMR120C	ADE17	S	0.0	1.295
YMR123W	PKR1	S	0.00028	0.722
YMR131C	RRB1	S	0.0	1.559
YMR136W	GAT2	S	0.00011	1.142
YMR138W	CIN4	S	3e-05	0.514
YMR140W	SIP5	S	0.00175	0.604
YMR144W	YMR144W	S	0.0	0.537
YMR145C	NDE1	S	0.0	0.89
YMR148W	OSW5	S	0.00673	0.579
YMR152W	YIM1	S	0.0	0.669
YMR155W	YMR155W	S	0.0004	0.622
YMR165C	PAH1	S	6e-05	0.556
YMR173W	DDR48	S	0.0	1.361
YMR175W	SIP18	S	0.0	2.179
YMR182C	RGM1	S	0.0	0.66
YMR196W	YMR196W	S	0.0	1.345
YMR200W	ROT1	S	0.0	0.364
YMR202W	ERG2	S	0.0	0.919
YMR209C	YMR209C	S	0.0	0.389
YMR210W	YMR210W	S	0.0	0.527
YMR214W	SCJ1	S	7e-05	0.799
YMR221C	YMR221C	S	0.0	0.5
YMR226C	YMR226C	S	0.00035	0.576
YMR238W	DFG5	S	0.0	0.432
YMR239C	RNT1	S	0.00241	1.075
YMR241W	YHM2	S	0.0	0.915
YMR243C	ZRC1	S	0.0	0.664
YMR255W	GFD1	S	0.00106	0.676
YMR258C	ROY1	S	0.00102	0.52
YMR264W	CUE1	S	0.0	0.467
YMR269W	TMA23	S	7e-05	0.818
YMR272C	SCS7	S	0.00139	0.783
YMR273C	ZDS1	S	0.0	0.42
YMR276W	DSK2	S	0.00079	0.629
YMR277W	FCP1	S	0.00181	0.464
YMR279C	YMR279C	S	0.0	0.731
YMR291W	TDA1	S	0.0	0.966
YMR292W	GOT1	S	0.00456	0.557
YMR297W	PRC1	S	0.00018	0.845
YMR298W	LIP1	S	0.0	0.419
YMR303C	ADH2	S	0.0	0.652
YMR306W	FKS3	S	0.0	0.39
YMR307W	GAS1	S	0.0	1.321
YMR311C	GLC8	S	0.00842	0.728
YMR313C	TGL3	S	0.0	0.412
YMR315W	YMR315W	S	7e-05	1.242
YMR317W	YMR317W	S	0.0003	0.441
YMR319C	FET4	S	0.0	0.656
YNL001W	DOM34	S	0.0	0.599
YNL003C	PET8	S	0.0	0.372
YNL008C	ASI3	S	0.00142	0.351
YNL010W	YNL010W	S	0.0	0.811
YNL014W	HEF3	S	0.0	0.813
YNL020C	ARK1	S	0.0	0.252
YNL027W	CRZ1	S	0.0	0.287
YNL048W	ALG11	S	0.0081	0.445
YNL049C	SFB2	S	0.0	0.605
YNL053W	MSG5	S	0.0	0.463
YNL063W	MTQ1	S	0.0	0.45
YNL068C	FKH2	S	0.00076	0.492
YNL075W	IMP4	S	0.0	1.046
YNL078W	NIS1	S	0.0	0.566
YNL079C	TPM1	S	1e-05	0.772
YNL083W	SAL1	S	1e-05	0.47
YNL090W	RHO2	S	0.0	0.566
YNL091W	NST1	S	0.0	0.327
YNL092W	YNL092W	S	0.0	0.913
YNL093W	YPT53	S	4e-05	1.24
YNL094W	APP1	S	0.0	0.368
YNL098C	RAS2	S	0.0	0.579
YNL100W	MIC27	S	0.0	0.576
YNL106C	INP52	S	0.0	0.358
YNL111C	CYB5	S	0.00106	0.835
YNL116W	DMA2	S	0.0	0.57
YNL119W	NCS2	S	0.0	1.267
YNL130C	CPT1	S	0.0	0.584
YNL142W	MEP2	S	0.0	1.657
YNL145W	MFA2	S	0.00027	0.831
YNL149C	PGA2	S	0.0	0.584
YNL152W	INN1	S	0.00018	0.451
YNL155W	CUZ1	S	0.0	0.642
YNL157W	IGO1	S	3e-05	0.464
YNL164C	IBD2	S	0.0	0.659
YNL166C	BNI5	S	0.0	0.599
YNL188W	KAR1	S	0.0	0.592
YNL192W	CHS1	S	0.0	0.713
YNL194C	YNL194C	S	0.0	1.947
YNL206C	RTT106	S	0.00025	0.488
YNL210W	MER1	S	0.00225	0.6
YNL215W	IES2	S	0.00122	0.496
YNL217W	YNL217W	S	0.00157	0.719
YNL219C	ALG9	S	0.0	0.474
YNL227C	JJJ1	S	0.0	0.662
YNL240C	NAR1	S	0.0	0.659
YNL242W	ATG2	S	0.0	0.826
YNL245C	CWC25	S	0.0	0.373
YNL263C	YIF1	S	0.0	0.477
YNL265C	IST1	S	0.0	0.456
YNL279W	PRM1	S	0.0	0.53
YNL280C	ERG24	S	0.0	0.495
YNL281W	HCH1	S	0.0	0.753
YNL283C	WSC2	S	0.0	0.561
YNL291C	MID1	S	0.00391	0.545
YNL294C	RIM21	S	0.0	0.365
YNL304W	YPT11	S	0.0003	0.479
YNL310C	ZIM17	S	0.0	0.486
YNL313C	EMW1	S	0.00339	1.13
YNL314W	DAL82	S	0.0	0.589
YNL315C	ATP11	S	0.0	0.478
YNL318C	HXT14	S	0.0	0.707
YNL321W	VNX1	S	0.0	0.554
YNL322C	KRE1	S	0.0006	0.631
YNL327W	EGT2	S	0.0	1.205
YNL336W	COS1	S	0.00021	0.486
YNR001C	CIT1	S	0.0	1.455
YNR018W	RCF2	S	0.0	0.538
YNR019W	ARE2	S	0.0	0.666
YNR024W	MPP6	S	0.0	0.575
YNR026C	SEC12	S	0.0	0.415
YNR030W	ALG12	S	0.0	0.547
YNR031C	SSK2	S	0.00053	0.369
YNR032C-A	HUB1	S	0.0	NA
YNR033W	ABZ1	S	0.0012	0.514
YNR034W	SOL1	S	0.0	0.71
YNR036C	MRPS12	S	0.0	0.549
YNR045W	PET494	S	0.00106	0.424
YNR058W	BIO3	S	0.0	0.59
YNR064C	YNR064C	S	0.00095	0.827
YNR065C	YNR065C	S	0.0042	0.555
YNR066C	YNR066C	S	0.0	0.629
YNR068C	YNR068C	S	0.0	0.866
YNR069C	BSC5	S	0.0	0.943
